Percent_Thrombolysis_(median),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Baseline_good_outcomes_per_1000_patients_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),Onset_to_puncture_(mean),stroke_team,scenario
9.352518,6.456835,12.589928,9.571942,1.853245,0.363229,359.71223,316.546763,395.683453,357.517986,25.093517,4.918239,7.194245,0.0,14.568345,6.654676,5.019203,0.983746,165.482046,,60,base
14.208633,10.431655,18.003597,14.251799,2.337238,0.45809,365.107914,323.561151,410.071942,365.107914,27.959185,5.4799,10.791367,3.597122,21.582734,10.863309,6.261369,1.227206,168.595708,,60,benchmark
15.107914,11.151079,17.643885,14.820144,1.969562,0.386027,359.71223,316.546763,410.251799,361.834532,27.910503,5.470358,10.791367,0.0,21.582734,10.467626,5.920507,1.160398,168.488335,,60,onset
23.381295,20.125899,27.338129,23.464029,2.361756,0.462896,359.71223,316.546763,406.654676,360.179856,26.545124,5.202749,16.18705,7.014388,32.374101,17.985612,8.259863,1.618903,170.699513,,60,onset_benchmark
9.352518,6.834532,12.589928,9.316547,1.653159,0.324013,359.71223,320.143885,402.877698,361.402878,25.164046,4.932062,7.194245,0.0,14.388489,7.05036,4.425389,0.86736,157.376113,,60,speed
14.388489,11.492806,17.643885,14.586331,1.895419,0.371495,365.107914,323.561151,399.280576,363.597122,24.405869,4.783462,10.791367,0.0,21.582734,10.395683,6.742115,1.32143,161.20087,,60,speed_benchmark
14.748201,12.230216,18.705036,15.003597,2.020203,0.395953,356.115108,312.94964,396.223022,356.582734,25.952592,5.086615,10.791367,3.597122,21.582734,11.942446,6.068443,1.189393,160.250991,,60,speed_onset
24.100719,20.125899,28.057554,24.07554,2.390579,0.468545,359.71223,316.546763,399.280576,359.172662,26.852162,5.262927,17.985612,7.014388,32.553957,19.244604,8.905176,1.745382,162.067609,,60,speed_onset_benchmark
11.016949,7.627119,14.025424,11.008475,2.033452,0.398549,351.694915,296.186441,398.305085,346.652542,31.321644,6.138929,4.237288,0.0,16.949153,6.949153,5.404273,1.059218,163.014289,,61,base
14.40678,11.84322,17.817797,14.512712,2.082272,0.408118,343.220339,300.423729,394.279661,345.0,31.156098,6.106483,8.474576,4.025424,21.398305,10.932203,6.657106,1.304769,163.642101,,61,benchmark
19.915254,15.65678,24.152542,19.699153,2.539871,0.497806,343.220339,296.398305,385.805085,342.415254,28.906658,5.665601,12.711864,4.237288,29.661017,14.872881,8.399233,1.646219,162.457553,,61,onset
26.271186,22.033898,30.550847,26.368644,2.664868,0.522304,347.457627,304.872881,381.567797,345.847458,24.669077,4.83505,21.186441,8.262712,34.110169,20.508475,8.906963,1.745733,163.379575,,61,onset_benchmark
11.440678,8.877119,14.427966,11.466102,1.872657,0.367034,343.220339,288.135593,385.59322,342.415254,27.871748,5.462762,8.474576,0.0,21.186441,9.618644,5.957676,1.167683,141.652685,,61,speed
14.830508,11.440678,18.665254,14.826271,2.257876,0.442536,338.983051,292.372881,385.59322,339.830508,28.510598,5.587975,12.711864,4.237288,25.423729,12.584746,6.499268,1.273833,139.330986,,61,speed_benchmark
19.915254,14.830508,24.576271,20.114407,2.867206,0.561962,349.576271,296.610169,381.355932,346.101695,27.0809,5.307759,16.949153,4.237288,33.898305,17.754237,9.285289,1.819883,141.177962,,61,speed_onset
27.966102,21.610169,31.779661,27.525424,2.900202,0.568429,347.457627,304.872881,394.491525,348.347458,27.568173,5.403263,21.186441,8.474576,42.372881,22.330508,9.727136,1.906484,140.621854,,61,speed_onset_benchmark
7.554672,5.964215,9.542744,7.612326,1.172349,0.229776,345.924453,316.10338,369.880716,346.163022,16.392305,3.212833,3.976143,0.0,10.039761,4.850895,3.08664,0.60497,156.421391,,62,base
7.952286,5.55666,10.149105,8.007952,1.338593,0.262359,347.912525,308.05169,385.685885,348.409543,22.282703,4.36733,5.964215,0.0,9.940358,5.407555,2.978155,0.583708,158.936196,,62,benchmark
28.926441,26.630219,31.809145,29.027833,1.784348,0.349726,349.900596,318.091451,373.956262,349.005964,17.624839,3.454405,19.880716,13.916501,31.809145,21.013917,5.517435,1.081397,162.824686,,62,onset
31.11332,27.2167,33.797217,30.894632,1.890913,0.370612,343.936382,310.039761,383.797217,346.481113,22.183411,4.347869,23.856859,13.916501,33.797217,23.518887,6.450171,1.26421,162.153504,,62,onset_benchmark
7.355865,5.5666,9.145129,7.365805,1.025225,0.20094,346.918489,316.10338,379.72167,348.210736,18.854946,3.695501,5.964215,0.0,11.928429,5.367793,3.466552,0.679432,145.752811,,62,speed
7.753479,5.954274,9.353877,7.789264,1.105063,0.216588,351.888668,319.880716,381.709742,350.874751,19.465707,3.815208,5.964215,0.0,11.928429,5.765408,3.420174,0.670342,146.174049,,62,speed_benchmark
29.622266,25.82505,32.614314,29.572565,2.129135,0.417303,345.924453,317.992048,385.984095,347.137177,20.806784,4.078055,23.856859,13.916501,33.89662,24.4334,6.494828,1.272963,149.280049,,62,speed_onset
30.616302,27.823062,33.807157,30.791252,1.841989,0.361023,347.912525,314.015905,377.733598,347.117296,19.942871,3.908731,25.84493,13.817097,39.860835,26.063618,8.391466,1.644697,150.558767,,62,speed_onset_benchmark
13.668061,11.576011,15.209205,13.64993,1.191493,0.233528,337.517434,312.273361,358.507671,336.764296,14.278935,2.79862,9.762901,4.1841,13.947001,9.274756,3.301505,0.647083,155.917682,,63,base
14.783821,12.677824,16.757322,14.783821,1.224888,0.240074,336.122734,310.878661,368.200837,337.852162,16.617548,3.256979,9.762901,4.1841,16.736402,10.153417,3.808364,0.746426,155.99049,,63,benchmark
17.294282,15.599721,19.260809,17.294282,1.2228,0.239664,336.122734,312.343096,362.622036,336.262204,15.037722,2.947339,11.157601,5.578801,18.131102,11.380753,3.796169,0.744035,156.040712,,63,onset
18.340307,16.589958,20.648536,18.483961,1.241213,0.243273,331.938633,311.018131,362.691771,334.351464,15.253533,2.989638,12.552301,6.973501,19.525802,12.468619,4.032589,0.790373,155.438671,,63,onset_benchmark
15.062762,12.545328,17.168759,14.974895,1.400696,0.274531,332.635983,308.158996,362.622036,334.74198,17.481158,3.426244,11.157601,5.578801,16.736402,11.283124,3.299838,0.646756,141.203491,,63,speed
15.760112,13.947001,18.138075,15.912134,1.247945,0.244593,332.635983,310.878661,360.041841,333.556485,15.409711,3.020248,12.552301,6.973501,19.525802,13.263598,4.155806,0.814523,140.969756,,63,speed_benchmark
18.410042,16.582985,20.362622,18.34728,1.311701,0.257089,331.938633,308.089261,359.902371,333.48675,16.158075,3.166925,13.947001,6.973501,23.709902,14.546722,5.058873,0.991521,139.829268,,63,speed_onset
19.525802,17.566248,21.959554,19.656904,1.571787,0.308065,331.241283,308.019526,364.016736,332.7894,17.216596,3.374391,13.947001,8.368201,22.315202,14.937238,4.738146,0.92866,140.734917,,63,speed_onset_benchmark
13.057671,11.528836,14.907508,13.202394,1.095376,0.21469,363.98259,346.028292,389.60827,365.571273,13.891933,2.722769,8.161045,4.352557,11.969532,8.585419,2.628766,0.515229,173.409628,,64,base
14.798694,12.937976,16.762786,14.817193,1.139893,0.223415,363.43852,338.411317,387.431991,363.405876,14.980179,2.936061,9.793254,4.352557,15.23395,9.651795,3.415374,0.669401,172.755859,,64,benchmark
22.198041,19.68444,23.944505,22.094668,1.317019,0.258131,361.806311,341.458107,387.540805,361.653972,13.853655,2.715266,15.23395,10.826986,23.939064,16.060936,4.118525,0.807216,175.861527,,64,onset
25.027203,22.954298,27.426551,25.035909,1.377674,0.270019,363.98259,339.390642,392.927095,364.776931,16.942909,3.320749,18.498368,10.881393,26.115343,18.346028,4.445055,0.871215,175.581128,,64,onset_benchmark
13.928183,12.072905,15.560392,13.878128,1.143283,0.224079,363.98259,337.26877,385.201306,362.622416,15.341423,3.006864,9.793254,5.440696,16.322089,10.130577,3.254125,0.637797,159.854574,,64,speed
15.886834,14.357998,17.850925,15.921654,1.142494,0.223925,364.526659,336.180631,388.465724,363.558215,14.969348,2.933938,10.881393,6.474429,16.376496,11.621328,3.273126,0.641521,159.535792,,64,speed_benchmark
23.394995,20.875952,25.375408,23.376496,1.331531,0.260975,363.43852,340.31556,389.553863,364.091404,16.248281,3.184604,18.498368,11.915125,27.203482,18.813928,4.635444,0.90853,160.494253,,64,speed_onset
27.094668,23.83025,29.276387,27.01197,1.610568,0.315666,366.702938,338.35691,385.201306,364.113166,13.968226,2.737722,21.762786,15.125136,29.379761,21.893362,4.884166,0.957279,160.802337,,64,speed_onset_benchmark
16.972477,14.853211,20.018349,17.122936,1.620272,0.317567,326.605505,304.220183,346.788991,325.174312,14.914658,2.923219,11.009174,5.412844,20.183486,11.926606,4.550871,0.891954,164.340648,,65,base
23.669725,20.183486,26.614679,23.598165,1.914835,0.375301,327.522936,297.247706,363.302752,326.183486,18.377986,3.602019,14.678899,7.33945,23.853211,15.614679,5.225658,1.02421,165.170856,,65,benchmark
17.981651,15.394495,20.366972,17.888073,1.476551,0.289399,325.688073,291.651376,352.568807,323.761468,18.670834,3.659416,11.009174,5.412844,20.183486,11.357798,4.735404,0.928122,163.607394,,65,onset
25.412844,22.009174,28.082569,25.225688,1.88595,0.369639,323.853211,293.486239,350.642202,323.779817,17.555696,3.440853,17.431193,9.174312,27.522936,17.87156,6.207931,1.216732,164.118903,,65,onset_benchmark
16.880734,14.311927,19.082569,16.746789,1.446385,0.283486,326.605505,293.486239,357.798165,326.40367,18.968126,3.717684,11.009174,5.504587,20.275229,11.779817,4.845334,0.949668,159.017156,,65,speed
23.669725,20.733945,26.091743,23.60367,1.737089,0.340463,322.93578,284.40367,354.220183,321.302752,21.757162,4.264325,18.348624,9.174312,25.688073,17.779817,5.694049,1.116013,159.819718,,65,speed_benchmark
17.614679,15.229358,20.0,17.620183,1.449813,0.284158,322.93578,293.394495,348.715596,322.183486,17.659364,3.461172,12.844037,5.504587,20.183486,11.908257,4.624958,0.906475,158.825191,,65,speed_onset
24.770642,22.192661,27.541284,24.941284,1.712787,0.3357,321.100917,289.816514,350.550459,320.018349,17.768792,3.482619,16.513761,9.082569,27.614679,17.522936,5.845409,1.145679,158.279673,,65,speed_onset_benchmark
15.272727,12.727273,18.190909,15.376364,1.619287,0.317375,350.909091,316.181818,380.090909,350.4,19.476546,3.817333,10.909091,3.636364,20.0,11.236364,4.939774,0.968178,164.549415,,66,base
15.090909,13.090909,17.836364,15.265455,1.525348,0.298963,352.727273,330.818182,385.545455,354.854545,17.947163,3.517579,10.909091,5.363636,20.090909,11.8,4.980939,0.976246,162.969838,,66,benchmark
17.545455,15.081818,20.0,17.423636,1.497318,0.293469,356.363636,327.090909,383.636364,356.072727,18.3913,3.604629,10.909091,5.454545,21.818182,11.527273,5.052327,0.990238,164.245137,,66,onset
17.454545,14.909091,19.654545,17.44,1.461343,0.286418,350.0,316.272727,380.0,348.909091,20.632781,4.043951,10.909091,7.272727,20.0,12.381818,4.243959,0.831801,162.299164,,66,onset_benchmark
16.363636,14.354545,18.918182,16.450909,1.533766,0.300613,350.909091,321.545455,380.181818,352.0,18.701481,3.665423,12.727273,5.454545,23.727273,13.654545,5.392949,1.056999,148.324315,,66,speed
16.0,13.445455,18.554545,15.956364,1.614303,0.316398,358.181818,323.545455,385.545455,357.054545,19.831126,3.886829,12.727273,5.454545,20.0,12.909091,4.320417,0.846786,147.542007,,66,speed_benchmark
18.545455,16.0,20.918182,18.607273,1.521248,0.298159,350.909091,325.363636,378.272727,351.036364,16.833882,3.29938,14.545455,7.181818,23.636364,14.290909,5.168631,1.013033,147.682375,,66,speed_onset
18.181818,15.809091,20.918182,18.183636,1.476305,0.289351,350.909091,320.0,381.909091,351.054545,18.733022,3.671605,12.727273,7.272727,23.636364,14.0,4.796554,0.940107,146.507481,,66,speed_onset_benchmark
16.849817,13.534799,20.531136,16.824176,2.319759,0.454664,322.344322,274.725275,358.974359,321.098901,25.266815,4.952205,10.989011,0.0,25.641026,11.941392,7.016436,1.375196,169.940967,,67,base
27.106227,23.791209,30.421245,26.970696,2.210503,0.433251,322.344322,282.051282,369.96337,324.945055,24.41056,4.784382,18.315018,7.326007,29.304029,18.315018,7.826885,1.534041,169.452457,,67,benchmark
16.849817,13.901099,20.512821,17.032967,2.130479,0.417566,322.344322,281.868132,366.483516,322.307692,25.783319,5.053438,10.989011,0.0,21.978022,10.03663,5.694252,1.116053,168.737657,,67,onset
27.106227,23.443223,30.787546,26.967033,2.372059,0.464915,326.007326,289.194139,366.666667,325.934066,25.114878,4.922426,18.315018,7.326007,32.967033,17.435897,7.776855,1.524236,169.450766,,67,onset_benchmark
16.483516,13.516484,19.81685,16.710623,1.997359,0.391475,318.681319,281.868132,362.637363,321.208791,25.355033,4.969495,10.989011,3.663004,25.641026,11.904762,6.775782,1.328029,154.656017,,67,speed
26.556777,23.809524,30.787546,26.714286,2.24373,0.439763,322.344322,285.714286,369.96337,325.054945,26.1597,5.127207,18.315018,7.326007,32.967033,18.534799,8.179466,1.603146,157.64232,,67,speed_benchmark
17.032967,13.186813,20.549451,16.824176,2.229793,0.437031,318.681319,285.531136,369.96337,321.941392,25.858902,5.068252,10.989011,3.663004,25.641026,12.783883,7.014021,1.374723,156.663962,,67,speed_onset
27.106227,23.076923,31.135531,27.190476,2.325944,0.455877,322.344322,289.377289,370.14652,324.798535,23.966569,4.697361,18.315018,7.326007,36.813187,20.915751,8.976945,1.759449,155.885101,,67,speed_onset_benchmark
15.605096,12.72293,19.426752,15.66242,2.117528,0.415028,324.840764,286.464968,359.872611,323.025478,23.386368,4.583644,9.55414,3.025478,16.082803,9.203822,4.956422,0.971441,197.125819,,68,base
23.566879,19.713376,27.070064,23.273885,2.384373,0.467329,324.840764,273.88535,356.847134,322.929936,24.751604,4.851225,12.738854,3.184713,25.477707,13.025478,6.450856,1.264345,196.650114,,68,benchmark
15.44586,12.420382,18.789809,15.512739,1.832721,0.359207,328.025478,296.178344,372.611465,328.312102,23.394427,4.585224,9.55414,0.0,15.923567,8.025478,4.989076,0.977841,196.651505,,68,onset
22.611465,20.366242,27.388535,23.194268,2.195755,0.43036,321.656051,289.808917,363.216561,324.808917,23.431184,4.592428,12.738854,6.369427,25.477707,13.566879,6.522324,1.278352,196.809208,,68,onset_benchmark
17.515924,14.649682,21.974522,17.773885,2.39638,0.469682,324.840764,292.834395,366.401274,325.764331,23.360245,4.578524,9.55414,3.184713,19.10828,10.254777,5.859747,1.148489,173.979113,,68,speed
27.070064,22.929936,30.254777,26.659236,2.306898,0.452144,324.840764,280.254777,366.242038,322.356688,25.111487,4.921761,15.923567,6.369427,28.66242,17.866242,7.394996,1.449393,174.210248,,68,speed_benchmark
17.197452,14.633758,20.716561,17.318471,1.842469,0.361117,324.840764,286.624204,356.847134,323.566879,22.396155,4.389566,9.55414,3.184713,22.452229,11.783439,6.675709,1.308415,174.088949,,68,speed_onset
26.11465,22.292994,29.952229,26.210191,2.320715,0.454852,328.025478,283.43949,357.006369,325.350318,24.746305,4.850187,17.515924,6.369427,28.821656,17.388535,6.612799,1.296085,175.534564,,68,speed_onset_benchmark
5.454545,3.606061,9.090909,5.793939,1.860182,0.364589,348.484848,296.969697,406.060606,351.515152,33.924961,6.64917,0.0,0.0,12.121212,3.939394,5.050505,0.989881,170.292647,,69,base
7.272727,4.818182,9.69697,7.090909,1.83241,0.359146,339.393939,290.909091,400.30303,346.121212,35.900479,7.036365,6.060606,0.0,12.121212,4.484848,5.353275,1.049223,173.535223,,69,benchmark
23.636364,18.121212,29.090909,23.527273,3.379764,0.662422,351.515152,302.424242,406.060606,350.606061,33.355587,6.537575,18.181818,5.757576,36.363636,17.151515,10.657055,2.088744,172.804634,,69,onset
28.787879,23.636364,34.575758,28.951515,3.433647,0.672982,348.484848,284.545455,412.424242,347.939394,38.917512,7.627692,18.181818,0.0,36.363636,19.69697,10.386239,2.035665,172.734128,,69,onset_benchmark
5.454545,3.030303,9.090909,6.024242,1.992128,0.39045,351.515152,284.545455,393.939394,346.727273,33.086657,6.484866,0.0,0.0,12.121212,3.333333,4.252906,0.833554,158.75693,,69,speed
7.272727,3.636364,10.30303,7.090909,2.008229,0.393606,348.484848,296.969697,406.363636,349.818182,33.529821,6.571724,3.030303,0.0,12.424242,4.606061,5.59059,1.095735,156.639886,,69,speed_benchmark
25.454545,20.606061,30.333333,25.351515,3.021174,0.592139,345.454545,290.606061,412.121212,347.030303,37.633377,7.376006,18.181818,0.0,42.424242,20.121212,12.086881,2.368985,155.866974,,69,speed_onset
30.909091,26.666667,37.0,31.412121,3.338538,0.654341,345.454545,302.727273,406.363636,350.30303,34.338032,6.730131,24.242424,6.060606,42.424242,23.272727,10.218599,2.002809,158.413849,,69,speed_onset_benchmark
16.666667,12.944444,20.37037,16.755556,2.155193,0.42241,325.925926,277.777778,370.555556,323.333333,30.297834,5.938266,11.111111,3.518519,22.407407,11.777778,7.244371,1.419871,169.342067,,70,base
22.777778,19.962963,26.333333,22.974074,2.444578,0.479128,318.518519,277.777778,363.148148,319.962963,25.420737,4.982373,14.814815,3.703704,29.62963,15.666667,7.329463,1.436548,171.698207,,70,benchmark
16.296296,13.296296,20.0,16.47037,2.154766,0.422326,318.518519,274.074074,351.851852,318.555556,24.309591,4.764592,11.111111,3.703704,22.222222,11.444444,6.319142,1.238529,169.587262,,70,onset
22.962963,19.259259,28.148148,23.014815,2.678042,0.524887,322.222222,281.481481,355.740741,323.777778,23.847418,4.674008,14.814815,7.222222,29.62963,15.555556,7.313282,1.433377,170.116538,,70,onset_benchmark
16.296296,12.944444,19.62963,16.340741,2.0144,0.394815,318.518519,277.777778,352.037037,319.296296,25.341032,4.966751,11.111111,3.518519,22.222222,11.62963,6.229148,1.220891,164.675563,,70,speed
22.962963,18.87037,26.666667,22.796296,2.503341,0.490646,314.814815,277.592593,362.962963,317.037037,26.241994,5.143336,14.814815,3.703704,29.814815,16.333333,7.538955,1.477608,164.647282,,70,speed_benchmark
16.296296,12.944444,21.12963,16.462963,2.424041,0.475103,316.666667,281.481481,355.740741,318.777778,23.590822,4.623716,11.111111,3.703704,22.222222,11.407407,6.589317,1.291482,162.047552,,70,speed_onset
23.333333,19.62963,27.777778,23.422222,2.470886,0.484285,318.518519,277.592593,359.259259,319.555556,24.820538,4.864736,18.518519,3.703704,29.62963,16.666667,8.009569,1.569847,163.018041,,70,speed_onset_benchmark
15.77381,13.660714,18.065476,15.833333,1.500238,0.294041,333.333333,305.456349,369.146825,335.992063,19.426521,3.807528,9.920635,3.968254,19.84127,11.031746,5.117713,1.003053,174.010842,,71,base
21.130952,17.847222,23.611111,20.968254,1.70818,0.334797,339.285714,307.539683,367.261905,338.630952,20.058644,3.931422,13.888889,7.936508,25.793651,15.515873,5.233423,1.025732,171.664954,,71,benchmark
18.253968,15.674603,20.436508,18.065476,1.525048,0.298904,334.325397,307.242063,361.309524,334.22619,17.698049,3.468754,11.904762,5.952381,21.825397,12.559524,4.761362,0.93321,170.82778,,71,onset
24.404762,22.202381,27.390873,24.313492,1.735785,0.340208,331.349206,307.34127,363.293651,332.956349,18.277948,3.582412,15.873016,7.936508,25.793651,16.805556,5.844208,1.145444,171.441433,,71,onset_benchmark
16.468254,13.888889,19.246032,16.454365,1.576557,0.308999,333.333333,303.174603,365.178571,333.75,19.142113,3.751785,13.888889,5.853175,23.90873,13.630952,5.845569,1.14571,163.985736,,71,speed
22.222222,19.642857,24.801587,22.242063,1.528466,0.299574,335.31746,305.357143,367.162698,335.496032,18.555191,3.636751,15.873016,7.936508,25.892857,16.984127,5.528577,1.083581,164.162002,,71,speed_benchmark
19.047619,16.845238,21.835317,19.109127,1.588227,0.311287,335.31746,309.424603,363.194444,335.099206,17.588784,3.447338,13.888889,5.952381,21.825397,13.571429,4.971088,0.974315,163.370062,,71,speed_onset
25.595238,22.02381,29.375,25.625,2.066853,0.405096,337.301587,311.011905,361.210317,336.884921,17.300195,3.390776,17.857143,9.920635,25.992063,18.214286,6.122833,1.200053,162.173867,,71,speed_onset_benchmark
15.452539,13.245033,17.891832,15.578366,1.575773,0.308846,364.238411,335.099338,392.935982,363.245033,21.520391,4.217919,8.830022,4.415011,19.86755,10.066225,4.625397,0.906561,190.47729,,72,base
24.724062,21.412804,27.836645,24.777042,1.847497,0.362103,359.8234,331.125828,399.668874,363.222958,19.575328,3.836694,15.452539,4.415011,24.282561,14.966887,5.644039,1.106211,189.404661,,72,benchmark
15.231788,12.803532,17.880795,15.302428,1.661122,0.325574,362.030905,319.86755,395.253863,360.286976,21.781659,4.269127,8.830022,2.207506,17.660044,9.845475,4.24935,0.832857,189.557494,,72,onset
24.392936,21.412804,28.057395,24.642384,1.95734,0.383632,367.549669,330.905077,401.766004,366.622517,21.061019,4.127884,15.452539,6.622517,26.490066,16.07064,5.878984,1.15226,188.409866,,72,onset_benchmark
16.997792,14.337748,19.86755,16.951435,1.754903,0.343955,362.030905,324.392936,392.935982,360.375276,21.691259,4.251409,11.037528,4.415011,22.075055,12.251656,5.509837,1.079908,175.637237,,72,speed
27.152318,24.503311,30.242826,27.174393,1.890265,0.370485,362.030905,331.015453,397.350993,362.582781,19.418686,3.805993,19.86755,8.830022,30.905077,19.249448,6.95305,1.362773,175.43391,,72,speed_benchmark
17.108168,14.348786,19.657837,16.997792,1.665005,0.326335,357.615894,326.490066,388.631347,358.432671,21.039915,4.123748,11.037528,4.415011,17.770419,11.037528,4.437253,0.869686,176.089395,,72,speed_onset
27.373068,24.492274,29.591611,27.245033,1.668012,0.326924,359.8234,322.18543,393.156733,360.0,21.976008,4.307218,19.86755,8.830022,28.697572,19.426049,6.895611,1.351515,175.658674,,72,speed_onset_benchmark
17.943548,15.3125,20.362903,17.957661,1.625898,0.31867,324.596774,296.270161,347.076613,323.891129,17.365578,3.403591,10.080645,4.032258,20.262097,11.229839,4.981986,0.976451,157.955812,,73,base
22.681452,19.747984,25.604839,22.639113,1.750199,0.343033,324.596774,290.322581,358.870968,324.475806,20.421947,4.002628,16.129032,8.064516,24.193548,15.725806,5.467218,1.071555,160.495573,,73,benchmark
18.548387,15.927419,21.169355,18.457661,1.651734,0.323734,326.612903,298.28629,354.939516,327.379032,18.236078,3.574206,12.096774,5.947581,22.278226,12.842742,5.234372,1.025918,157.818381,,73,onset
23.58871,20.564516,26.421371,23.502016,1.772335,0.347371,324.596774,298.387097,352.822581,324.657258,17.318416,3.394347,16.129032,8.064516,24.294355,15.987903,5.660958,1.109527,160.463201,,73,onset_benchmark
18.548387,15.927419,21.169355,18.631048,1.533591,0.300578,324.596774,294.254032,358.870968,323.125,18.823433,3.689325,14.112903,6.048387,24.193548,13.669355,5.1865,1.016535,146.610865,,73,speed
23.790323,21.169355,26.421371,23.683468,1.712051,0.335556,326.612903,298.084677,358.870968,326.814516,18.627509,3.650925,16.129032,10.080645,24.294355,17.03629,5.056588,0.991073,147.514796,,73,speed_benchmark
18.951613,16.935484,21.381048,19.048387,1.407497,0.275864,324.596774,294.254032,354.939516,325.483871,18.883245,3.701048,13.104839,6.048387,22.177419,13.608871,4.772538,0.9354,147.032433,,73,speed_onset
24.495968,21.350806,26.824597,24.318548,1.84643,0.361894,330.645161,296.270161,358.870968,329.032258,18.337608,3.594105,18.145161,8.064516,26.41129,17.520161,6.601433,1.293857,147.367078,,73,speed_onset_benchmark
17.5,13.09375,21.90625,17.30625,2.964562,0.581043,306.25,256.25,356.5625,308.25,32.297837,6.33026,12.5,0.0,31.25,12.3125,9.165591,1.796423,168.406138,,74,base
17.5,13.125,21.90625,17.3,2.630556,0.515579,300.0,250.0,362.5,306.4375,34.843343,6.82917,12.5,0.0,25.3125,12.25,7.891707,1.546746,165.49545,,74,benchmark
30.625,25.0,36.25,30.5125,3.310027,0.648753,312.5,255.9375,362.8125,309.3125,33.327355,6.532042,25.0,6.25,37.8125,23.375,10.645961,2.08657,163.221033,,74,onset
31.5625,26.1875,36.875,31.5,3.409407,0.668231,303.125,256.25,362.5,306.4375,34.398867,6.742054,25.0,12.1875,43.75,25.3125,11.492717,2.252531,164.865219,,74,onset_benchmark
16.5625,12.5,20.625,16.5125,2.725297,0.534148,312.5,249.6875,362.5,309.1875,36.932309,7.238599,12.5,0.0,31.25,13.625,9.075824,1.778829,160.501552,,74,speed
16.875,12.5,20.03125,16.29375,2.626615,0.514807,312.5,255.9375,356.5625,309.5,33.101466,6.487768,12.5,0.0,31.25,11.8125,8.469298,1.659952,163.487743,,74,speed_benchmark
29.375,23.75,35.03125,29.55625,3.591225,0.703867,312.5,261.875,356.5625,309.875,29.811328,5.842913,25.0,6.25,43.75,23.625,11.670048,2.287287,161.741326,,74,speed_onset
30.0,24.375,35.65625,30.24375,3.697971,0.724789,312.5,268.75,381.25,312.875,34.448899,6.75186,25.0,6.25,50.3125,24.1875,14.286895,2.80018,162.274794,,74,speed_onset_benchmark
13.2287,10.313901,15.919283,13.289238,1.677527,0.328789,334.080717,302.690583,363.565022,334.798206,17.590987,3.44777,8.96861,2.242152,15.807175,8.811659,4.609995,0.903542,162.01291,,75,base
19.843049,17.040359,22.656951,19.692825,1.715895,0.336309,336.32287,306.950673,372.421525,337.331839,20.964032,4.108875,13.452915,4.484305,22.421525,13.520179,5.731516,1.123356,162.57953,,75,benchmark
16.03139,13.654709,18.621076,16.085202,1.618917,0.317302,331.838565,300.44843,365.470852,333.654709,20.6942,4.055989,11.210762,2.242152,18.049327,10.874439,5.307576,1.040266,161.257978,,75,onset
24.215247,21.524664,27.130045,24.295964,1.738669,0.340773,335.201794,302.690583,376.681614,335.134529,21.814157,4.275496,17.93722,8.96861,26.90583,18.116592,6.010246,1.177987,163.906599,,75,onset_benchmark
13.2287,10.762332,16.591928,13.286996,1.701203,0.33343,326.233184,298.206278,365.470852,329.506726,21.607077,4.234909,8.96861,2.242152,17.93722,9.439462,4.588354,0.899301,152.436993,,75,speed
19.955157,17.701794,22.197309,19.959641,1.456913,0.28555,336.32287,302.578475,374.55157,336.748879,22.043963,4.320537,15.695067,6.726457,24.663677,16.121076,5.571944,1.092081,154.077958,,75,speed_benchmark
15.919283,13.452915,18.834081,15.94843,1.623626,0.318225,336.32287,307.06278,367.825112,337.06278,19.833044,3.887205,11.210762,4.372197,20.179372,11.950673,5.139196,1.007264,152.7036,,75,speed_onset
23.991031,21.076233,26.928251,23.979821,1.805397,0.353851,334.080717,302.578475,377.130045,336.61435,22.502131,4.410337,17.93722,8.856502,29.147982,17.825112,6.190833,1.213381,153.519995,,75,speed_onset_benchmark
10.91314,9.109131,12.928731,10.853007,1.27916,0.250711,332.962138,298.329621,361.358575,331.870824,19.52025,3.825899,6.681514,2.227171,13.363029,7.461024,3.737176,0.732473,167.407453,,76,base
14.81069,11.792873,17.14922,14.64588,1.719085,0.336934,336.302895,309.576837,369.821826,337.371938,18.691521,3.663471,8.908686,2.227171,15.701559,9.532294,4.318182,0.846348,168.567055,,76,benchmark
13.363029,11.135857,16.035635,13.447661,1.37284,0.269072,331.848552,293.986637,372.048998,332.917595,24.388157,4.779991,8.908686,2.227171,15.5902,8.530067,4.235886,0.830218,168.642422,,76,onset
