Percent_Thrombolysis_(median),Percent_Thrombolysis_(low_5%),Percent_Thrombolysis_(high_95%),Percent_Thrombolysis_(mean),Percent_Thrombolysis_(stdev),Percent_Thrombolysis_(95ci),Baseline_good_outcomes_per_1000_patients_(median),Baseline_good_outcomes_per_1000_patients_(low_5%),Baseline_good_outcomes_per_1000_patients_(high_95%),Baseline_good_outcomes_per_1000_patients_(mean),Baseline_good_outcomes_per_1000_patients_(stdev),Baseline_good_outcomes_per_1000_patients_(95ci),Additional_good_outcomes_per_1000_patients_(median),Additional_good_outcomes_per_1000_patients_(low_5%),Additional_good_outcomes_per_1000_patients_(high_95%),Additional_good_outcomes_per_1000_patients_(mean),Additional_good_outcomes_per_1000_patients_(stdev),Additional_good_outcomes_per_1000_patients_(95ci),Onset_to_needle_(mean),Onset_to_puncture_(mean),stroke_team,scenario
11.142061,8.356546,14.206128,11.281337,1.723258,0.337752,328.690808,292.339833,359.331476,327.325905,20.767648,4.070384,5.571031,0.0,13.927577,6.350975,4.039118,0.791653,159.242184,,30,base
16.155989,13.370474,18.67688,15.94429,1.786507,0.350149,323.119777,292.200557,362.116992,323.983287,23.149048,4.53713,11.142061,2.785515,19.498607,10.278552,5.524339,1.082751,160.775942,,30,benchmark
12.534819,10.027855,14.763231,12.359331,1.430049,0.280284,325.905292,286.629526,356.685237,323.760446,23.250935,4.557099,6.963788,2.64624,16.713092,8.050139,5.29544,1.037887,158.935267,,30,onset
18.10585,14.749304,21.183844,18.10585,1.986693,0.389385,328.690808,295.125348,359.331476,327.855153,20.786528,4.074085,11.142061,2.785515,25.069638,12.339833,6.13676,1.202783,159.74851,,30,onset_benchmark
11.699164,8.913649,14.220056,11.593315,1.665098,0.326353,325.905292,286.908078,359.470752,325.961003,21.009598,4.117805,8.356546,0.0,16.713092,8.384401,5.319068,1.042518,145.93452,,30,speed
16.713092,13.649025,19.818942,16.509749,1.981896,0.388445,325.905292,286.908078,356.685237,325.4039,22.034348,4.318653,11.142061,2.785515,22.284123,11.699164,5.818752,1.140454,145.596227,,30,speed_benchmark
12.534819,9.749304,14.777159,12.417827,1.6728,0.327863,323.119777,289.693593,367.688022,323.788301,23.389618,4.584281,8.356546,0.0,16.713092,8.245125,5.006732,0.981301,145.766606,,30,speed_onset
18.662953,15.320334,21.727019,18.45961,1.95161,0.382509,324.512535,289.693593,362.116992,323.899721,22.146815,4.340696,13.927577,5.571031,25.069638,14.763231,5.825483,1.141774,147.277381,,30,speed_onset_benchmark
19.407008,15.902965,22.951482,19.530997,2.168355,0.42499,319.407008,280.188679,358.625337,318.652291,24.738288,4.848615,13.477089,5.390836,26.954178,14.743935,6.868843,1.346268,156.592314,,31,base
25.336927,21.549865,28.571429,25.242588,2.062888,0.404319,320.754717,283.018868,358.490566,320.431267,22.717745,4.452596,16.172507,5.390836,26.954178,17.169811,6.05332,1.186429,154.952919,,31,benchmark
19.407008,16.428571,22.371968,19.442049,1.907355,0.373835,320.754717,282.884097,355.795148,320.619946,22.075831,4.326783,13.477089,2.695418,21.563342,12.425876,5.846603,1.145913,155.272601,,31,onset
25.336927,21.549865,28.854447,25.191375,2.216886,0.434502,323.450135,291.105121,355.929919,324.58221,20.685031,4.054192,16.172507,8.086253,27.088949,16.873315,6.664573,1.306232,156.407997,,31,onset_benchmark
20.754717,17.520216,23.463612,20.563342,1.947577,0.381718,323.450135,288.274933,355.795148,323.234501,21.896605,4.291656,16.172507,8.086253,26.954178,17.115903,5.964409,1.169003,148.036089,,31,speed
26.145553,22.628032,29.946092,26.299191,2.268857,0.444688,320.754717,288.409704,358.625337,320.458221,21.007899,4.117473,18.867925,8.086253,32.345013,19.865229,7.315846,1.43388,145.973386,,31,speed_benchmark
20.485175,17.250674,23.733154,20.539084,1.910563,0.374463,322.102426,285.579515,358.490566,322.021563,21.932688,4.298728,16.172507,5.390836,24.25876,14.878706,6.063313,1.188388,146.648094,,31,speed_onset
26.280323,23.153639,28.854447,26.021563,1.932873,0.378836,323.450135,288.274933,355.795148,320.0,22.98047,4.504089,17.520216,8.086253,29.649596,18.787062,6.706669,1.314483,147.012887,,31,speed_onset_benchmark
11.195929,8.638677,13.740458,11.012723,1.453906,0.28496,348.600509,310.050891,381.933842,347.022901,24.062947,4.716251,5.089059,2.417303,15.267176,6.692112,4.181166,0.819494,188.576176,,32,base
18.320611,14.75827,21.374046,18.338422,2.078309,0.407341,343.51145,302.798982,376.717557,342.900763,23.976745,4.699356,12.722646,2.544529,22.900763,12.21374,5.555982,1.088953,191.376035,,32,benchmark
13.613232,11.195929,16.030534,13.552163,1.410776,0.276507,343.51145,307.888041,374.173028,342.849873,22.048494,4.321425,7.633588,0.0,15.267176,7.608142,4.317225,0.846161,188.972388,,32,onset
22.64631,19.580153,25.203562,22.391858,1.84058,0.360747,346.05598,318.066158,377.099237,347.277354,19.691514,3.859466,12.722646,5.089059,22.900763,13.587786,5.755113,1.127981,191.791489,,32,onset_benchmark
11.323155,8.905852,14.274809,11.544529,1.647716,0.322946,348.600509,315.521628,389.56743,349.338422,24.121352,4.727698,7.633588,0.0,15.267176,7.684478,4.091437,0.801907,178.817092,,32,speed
18.829517,16.030534,22.391858,19.05598,1.999282,0.391852,343.51145,315.521628,376.717557,345.114504,20.620077,4.041461,12.722646,5.089059,23.02799,13.384224,5.927534,1.161775,178.194226,,32,speed_benchmark
13.994911,11.195929,17.061069,13.959288,1.818064,0.356334,348.600509,302.798982,384.478372,347.633588,24.459213,4.793918,7.633588,2.544529,15.267176,8.753181,4.314573,0.845641,176.437505,,32,speed_onset
23.409669,20.101781,26.97201,23.544529,2.169215,0.425158,346.05598,310.305344,384.478372,345.699746,24.128739,4.729146,15.267176,5.089059,27.989822,16.259542,7.113796,1.394278,177.695943,,32,speed_onset_benchmark
15.810277,11.837945,18.201581,15.719368,1.962949,0.384731,355.731225,307.905138,399.407115,355.019763,29.155849,5.714441,7.905138,0.0,19.762846,9.683794,6.43922,1.262064,181.304935,,33,base
20.55336,16.996047,24.505929,20.505929,2.248074,0.440614,351.778656,312.055336,395.454545,353.478261,29.11726,5.706878,11.857708,0.0,23.715415,12.924901,7.534217,1.476679,182.682336,,33,benchmark
15.810277,13.023715,18.992095,15.853755,1.966996,0.385524,351.778656,296.245059,387.549407,350.83004,26.914082,5.275063,7.905138,0.0,19.762846,10.079051,6.390018,1.25242,182.35353,,33,onset
21.343874,17.786561,25.316206,21.375494,2.355973,0.461762,359.683794,312.055336,403.162055,355.612648,29.978184,5.875616,15.810277,3.952569,27.667984,15.13834,7.704054,1.509967,181.27213,,33,onset_benchmark
16.600791,12.233202,20.177866,16.470356,2.349517,0.460497,355.731225,308.300395,403.359684,354.031621,27.666587,5.422551,11.857708,3.754941,19.960474,11.778656,6.575147,1.288705,173.9084,,33,speed
21.936759,18.162055,26.106719,21.814229,2.527257,0.495333,355.731225,316.205534,403.162055,356.719368,26.815721,5.255785,15.810277,3.952569,27.865613,15.968379,8.178297,1.602917,172.529097,,33,speed_benchmark
16.205534,11.857708,18.992095,15.916996,2.101931,0.411971,359.683794,308.102767,391.304348,355.41502,25.558095,5.009295,9.881423,3.754941,23.715415,11.857708,7.516288,1.473165,173.198739,,33,speed_onset
21.73913,18.181818,26.086957,21.837945,2.348388,0.460276,351.778656,304.150198,403.162055,350.790514,29.946161,5.86934,15.810277,3.952569,31.818182,15.928854,8.996684,1.763318,172.472107,,33,speed_onset_benchmark
23.004695,20.657277,26.302817,23.295775,1.9773,0.387544,348.591549,316.784038,380.399061,346.830986,20.166704,3.952601,16.431925,7.042254,28.169014,16.57277,6.595932,1.292779,169.402313,,34,base
25.586854,22.746479,28.873239,25.661972,2.094254,0.410466,342.723005,314.201878,377.934272,344.107981,20.998846,4.115698,16.431925,9.389671,30.516432,17.816901,6.959529,1.364043,170.45954,,34,benchmark
22.769953,19.953052,26.056338,22.798122,1.95811,0.383782,342.723005,307.394366,375.586854,343.169014,20.685321,4.054248,16.431925,7.042254,25.821596,15.962441,6.224112,1.219904,171.290568,,34,onset
25.586854,21.819249,28.884977,25.699531,2.116093,0.414747,340.375587,314.201878,375.586854,341.173709,21.327928,4.180197,18.779343,9.389671,28.169014,18.826291,6.23287,1.22162,170.150105,,34,onset_benchmark
24.882629,22.065728,28.896714,25.164319,2.050507,0.401892,347.41784,309.507042,375.704225,345.680751,20.85929,4.088346,18.779343,9.389671,30.516432,19.741784,6.17108,1.209509,151.905817,,34,speed
27.934272,24.15493,30.997653,27.795775,2.189423,0.429119,345.070423,300.234742,378.169014,340.84507,25.050236,4.909756,21.126761,9.389671,32.86385,21.690141,7.557833,1.481308,150.643008,,34,speed_benchmark
25.117371,22.300469,29.107981,25.260563,2.050479,0.401886,347.41784,309.741784,375.586854,344.835681,21.430194,4.200241,21.126761,7.042254,35.211268,20.422535,8.059502,1.579633,150.555992,,34,speed_onset
28.169014,24.882629,30.997653,28.096244,1.949967,0.382187,345.070423,314.43662,378.051643,345.234742,20.421445,4.00253,21.126761,11.619718,32.981221,21.338028,7.310573,1.432846,150.888406,,34,speed_onset_benchmark
21.830986,19.190141,24.665493,21.889085,1.637477,0.32094,343.309859,316.901408,380.28169,345.545775,19.963805,3.912834,14.084507,7.042254,22.887324,14.278169,4.883731,0.957194,170.310637,,35,base
28.169014,25.695423,30.466549,28.140845,1.581782,0.310024,339.788732,311.443662,369.806338,340.070423,17.889167,3.506212,19.366197,10.56338,28.169014,19.049296,5.664286,1.11018,170.558091,,35,benchmark
21.830986,18.459507,24.128521,21.698944,1.782369,0.349338,345.070423,313.380282,371.478873,343.697183,18.071757,3.541999,12.323944,7.042254,22.887324,13.503521,5.017551,0.983422,169.497096,,35,onset
28.697183,25.880282,31.170775,28.741197,1.596882,0.312983,342.429577,316.901408,378.609155,344.330986,19.990957,3.918156,19.366197,8.802817,31.690141,19.71831,6.482019,1.270452,170.313437,,35,onset_benchmark
22.271127,20.580986,25.704225,22.575704,1.627081,0.318902,343.309859,315.140845,376.848592,344.735915,18.418588,3.609977,15.84507,7.042254,22.975352,15.616197,5.282609,1.035372,158.70276,,35,speed
29.577465,27.112676,32.755282,29.711268,1.779335,0.348743,341.549296,315.052817,369.894366,342.464789,18.043842,3.536528,21.126761,14.084507,31.778169,22.728873,5.995715,1.175138,159.129938,,35,speed_benchmark
22.711268,20.246479,25.528169,22.723592,1.601753,0.313938,342.429577,311.619718,376.848592,343.080986,19.938383,3.907851,15.84507,8.802817,24.647887,16.883803,4.65529,0.91242,159.032253,,35,speed_onset
29.489437,26.575704,32.068662,29.403169,1.836889,0.360024,340.669014,313.292254,378.609155,343.080986,19.479285,3.81787,21.126761,13.996479,33.450704,22.306338,6.083633,1.19237,159.888222,,35,speed_onset_benchmark
14.765101,10.033557,18.120805,14.33557,2.72914,0.534902,322.147651,268.120805,375.838926,322.348993,31.859368,6.244321,6.711409,0.0,26.845638,9.127517,7.780137,1.524879,167.883069,,36,base
15.436242,11.409396,19.463087,15.510067,2.559444,0.501642,318.791946,254.697987,382.885906,318.322148,38.183607,7.483849,6.711409,0.0,20.469799,8.389262,8.281801,1.623203,170.520951,,36,benchmark
22.147651,18.120805,26.845638,22.201342,2.826046,0.553895,322.147651,254.697987,375.838926,319.261745,34.961525,6.852333,13.422819,6.375839,40.268456,17.516779,10.617885,2.081067,167.696391,,36,onset
24.832215,20.100671,29.563758,24.973154,3.02904,0.593681,308.724832,241.610738,375.838926,309.597315,38.814684,7.607538,20.134228,6.711409,40.268456,20.067114,10.728718,2.10279,169.250456,,36,onset_benchmark
13.758389,9.395973,17.449664,13.825503,2.665856,0.522498,315.436242,261.744966,369.798658,315.973154,33.816097,6.627833,6.711409,0.0,26.845638,9.66443,8.81123,1.726969,161.488975,,36,speed
15.436242,10.738255,19.463087,15.161074,2.77473,0.543837,315.436242,255.033557,362.751678,315.704698,32.488163,6.367563,6.711409,0.0,26.845638,10.536913,8.164503,1.600213,160.957092,,36,speed_benchmark
21.47651,16.107383,26.879195,21.52349,3.328143,0.652304,322.147651,268.456376,369.127517,319.060403,30.665466,6.010321,13.422819,0.0,40.268456,16.241611,11.131862,2.181805,163.093623,,36,speed_onset
23.489933,18.120805,28.187919,23.47651,3.175244,0.622336,318.791946,268.456376,382.550336,318.657718,33.339134,6.53435,20.134228,6.711409,40.268456,19.66443,10.803097,2.117368,161.73659,,36,speed_onset_benchmark
14.587156,11.917431,17.256881,14.625688,1.556778,0.305123,337.614679,302.477064,374.495413,337.761468,20.955862,4.107273,9.174312,3.669725,16.513761,9.284404,4.378111,0.858094,183.173038,,37,base
18.990826,15.963303,21.834862,19.06055,1.759606,0.344876,337.614679,310.091743,363.486239,337.908257,16.816225,3.29592,11.009174,5.412844,20.183486,11.688073,4.966469,0.97341,184.166672,,37,benchmark
14.678899,12.825688,17.614679,14.86789,1.609019,0.315362,338.53211,313.669725,365.229358,338.844037,15.389295,3.016246,9.174312,3.669725,14.678899,9.357798,3.683599,0.721972,182.825249,,37,onset
20.366972,17.944954,22.963303,20.306422,1.674191,0.328135,332.110092,310.091743,367.155963,336.330275,18.756472,3.676201,12.844037,5.504587,22.018349,13.614679,5.576279,1.092931,182.874085,,37,onset_benchmark
15.412844,13.211009,17.614679,15.436697,1.27967,0.250811,339.449541,315.504587,368.807339,339.706422,17.385569,3.407509,11.009174,3.669725,18.348624,11.009174,4.418164,0.865944,167.355056,,37,speed
20.366972,17.788991,22.788991,20.313761,1.637686,0.32098,337.614679,302.752294,365.137615,337.321101,19.442371,3.810635,14.678899,7.33945,22.110092,15.100917,4.995145,0.97903,167.831695,,37,speed_benchmark
16.146789,13.550459,18.550459,16.113761,1.607312,0.315027,336.697248,313.577982,365.137615,338.330275,17.015604,3.334997,12.844037,5.504587,20.275229,12.715596,4.681669,0.91759,168.264155,,37,speed_onset
21.651376,18.522936,24.238532,21.493578,1.793059,0.351433,335.779817,304.587156,367.247706,336.073394,21.083738,4.132337,14.678899,7.33945,25.779817,16.073394,5.855552,1.147667,167.462357,,37,speed_onset_benchmark
15.89404,12.566225,19.569536,15.92053,2.260884,0.443125,339.403974,304.635762,387.748344,340.993377,27.073071,5.306224,9.933775,3.145695,23.178808,11.258278,6.136418,1.202716,160.812852,,38,base
22.18543,19.536424,26.15894,22.556291,2.106499,0.412866,341.059603,307.781457,384.10596,342.350993,23.616159,4.628682,16.556291,6.622517,29.801325,16.589404,7.051699,1.382108,160.918431,,38,benchmark
17.549669,14.884106,21.192053,17.480132,2.006334,0.393234,337.748344,294.701987,380.794702,338.675497,24.84204,4.86895,13.245033,3.311258,23.344371,13.377483,6.170973,1.209489,160.214073,,38,onset
24.668874,21.523179,29.139073,24.854305,2.134463,0.418347,341.059603,311.092715,387.582781,344.337748,23.459001,4.59788,19.86755,6.622517,29.966887,18.509934,6.886423,1.349714,160.665011,,38,onset_benchmark
15.231788,11.258278,19.238411,15.360927,2.352218,0.461026,337.748344,294.701987,387.417219,339.172185,25.714683,5.039985,9.933775,3.311258,26.490066,11.788079,6.372288,1.248945,156.218363,,38,speed
21.854305,18.543046,24.850993,21.791391,1.974843,0.387062,344.370861,301.15894,377.649007,341.423841,26.063931,5.108437,16.556291,6.622517,29.966887,17.317881,8.35114,1.636793,154.879795,,38,speed_benchmark
16.887417,13.559603,19.86755,16.857616,2.165001,0.424332,339.403974,297.847682,374.172185,337.516556,23.869728,4.678381,13.245033,3.311258,26.490066,13.344371,6.478038,1.269672,154.156,,38,speed_onset
24.503311,21.523179,27.5,24.5,1.968552,0.385829,344.370861,311.258278,390.728477,347.152318,24.157817,4.734845,19.86755,6.622517,29.966887,20.13245,7.52556,1.474983,156.183174,,38,speed_onset_benchmark
11.111111,9.139434,13.082789,11.106754,1.29798,0.254399,318.082789,296.187364,346.405229,318.888889,17.103353,3.352196,6.535948,2.178649,13.180828,7.298475,4.07735,0.799146,163.259102,,39,base
16.339869,13.943355,18.954248,16.466231,1.58114,0.309898,320.261438,287.581699,350.980392,319.520697,20.109341,3.941358,10.893246,4.357298,21.786492,12.026144,5.204495,1.020062,164.59065,,39,benchmark
14.59695,11.982571,16.993464,14.46841,1.505626,0.295097,318.082789,285.40305,352.941176,317.930283,20.164186,3.952108,8.714597,2.178649,17.429194,9.172113,4.770117,0.934926,160.819564,,39,onset
21.350763,17.636166,24.62963,21.291939,2.071912,0.406087,318.082789,285.185185,348.801743,317.145969,19.474753,3.816981,13.071895,6.535948,21.895425,14.204793,4.871411,0.954779,164.534302,,39,onset_benchmark
11.111111,8.932462,13.333333,11.095861,1.411333,0.276616,322.440087,294.008715,353.050109,322.418301,18.83458,3.69151,8.714597,2.178649,15.250545,8.039216,3.925418,0.769368,153.612357,,39,speed
16.230937,13.507625,18.965142,16.309368,1.626825,0.318852,322.440087,287.472767,346.732026,321.154684,17.917755,3.511816,10.893246,4.357298,19.607843,12.04793,4.721219,0.925342,156.18639,,39,speed_benchmark
14.705882,12.189542,17.440087,14.701525,1.54162,0.302152,320.261438,289.651416,348.583878,319.498911,19.164847,3.756241,9.803922,2.178649,19.607843,10.544662,5.206705,1.020495,153.843058,,39,speed_onset
21.350763,18.943355,25.054466,21.583878,1.864978,0.365529,324.618736,291.6122,350.762527,322.026144,19.637639,3.848907,15.250545,8.605664,23.965142,16.078431,5.546108,1.087017,156.943272,,39,speed_onset_benchmark
12.962963,10.449735,14.550265,12.75,1.170926,0.229497,345.899471,321.428571,366.468254,345.251323,15.132569,2.965929,9.259259,5.224868,14.616402,9.246032,3.209897,0.629128,162.503165,,40,base
17.195767,15.337302,19.186508,17.153439,1.262298,0.247406,346.560847,314.814815,371.759259,345.277778,17.463936,3.422869,14.550265,6.613757,18.584656,13.664021,3.621552,0.709811,162.094945,,40,benchmark
16.931217,15.079365,18.915344,16.867725,1.217918,0.238708,345.899471,313.227513,362.566138,342.989418,17.21939,3.374938,12.566138,5.291005,18.584656,12.301587,3.804544,0.745677,162.176899,,40,onset
22.28836,20.621693,24.470899,22.365079,1.299659,0.254729,345.238095,314.814815,366.534392,343.293651,15.460652,3.030232,17.195767,10.582011,23.941799,16.759259,4.651262,0.911631,162.940741,,40,onset_benchmark
12.433862,11.223545,14.285714,12.578042,1.143621,0.224146,347.222222,322.751323,371.825397,347.07672,15.135372,2.966478,9.259259,5.291005,15.873016,9.801587,3.467175,0.679554,155.197581,,40,speed
17.063492,14.814815,19.047619,16.949735,1.315519,0.257837,345.238095,324.007937,369.113757,345.026455,14.569953,2.855658,13.227513,6.613757,19.907407,13.359788,4.159604,0.815267,156.288853,,40,speed_benchmark
16.666667,14.279101,18.789683,16.698413,1.358233,0.266209,343.915344,322.685185,371.957672,346.706349,16.528533,3.239533,13.227513,7.936508,18.584656,13.399471,3.933159,0.770885,155.88075,,40,speed_onset
22.089947,20.231481,24.470899,22.195767,1.330213,0.260717,347.222222,319.907407,367.724868,344.801587,14.595809,2.860726,17.195767,10.515873,25.198413,17.23545,5.184565,1.016156,156.132177,,40,speed_onset_benchmark
15.0,8.333333,23.333333,15.933333,4.465355,0.875193,366.666667,249.166667,450.833333,360.666667,66.520041,13.037688,16.666667,0.0,33.333333,12.333333,13.320701,2.610809,192.343536,,41,base
16.666667,9.916667,23.333333,17.033333,4.735306,0.928103,366.666667,283.333333,466.666667,370.0,55.958137,10.967593,0.0,0.0,33.333333,10.333333,14.366534,2.815789,188.691284,,41,benchmark
15.0,9.916667,23.416667,16.316667,4.948075,0.969805,366.666667,282.5,466.666667,372.833333,57.960811,11.36011,0.0,0.0,33.333333,10.166667,12.054636,2.362665,184.352917,,41,onset
18.333333,10.0,26.666667,18.3,4.900697,0.960519,366.666667,266.666667,450.0,358.5,56.083101,10.992086,16.666667,0.0,33.333333,12.833333,13.783438,2.701504,189.542399,,41,onset_benchmark
18.333333,11.583333,26.666667,18.133333,4.867953,0.954101,366.666667,266.666667,450.0,361.333333,55.347084,10.847829,16.666667,0.0,50.0,16.166667,16.659089,3.265121,171.262565,,41,speed
18.333333,11.666667,26.666667,18.533333,4.595171,0.900637,350.0,283.333333,450.0,359.0,49.939357,9.787934,16.666667,0.0,50.0,18.166667,17.097955,3.351138,169.20947,,41,speed_benchmark
18.333333,11.583333,25.083333,18.283333,4.553307,0.892432,366.666667,266.666667,433.333333,362.833333,52.376465,10.265598,16.666667,0.0,33.333333,13.166667,14.466766,2.835434,168.43139,,41,speed_onset
20.0,13.333333,26.75,20.2,4.970621,0.974224,366.666667,283.333333,466.666667,369.5,61.365632,12.027443,16.666667,0.0,50.0,17.0,18.03787,3.535358,169.221763,,41,speed_onset_benchmark
13.095238,10.582011,15.873016,13.190476,1.698749,0.332949,306.878307,272.486772,341.402116,306.878307,20.024363,3.924703,7.936508,2.645503,15.873016,8.121693,4.484762,0.878997,170.353237,,42,base
20.10582,17.195767,23.293651,20.07672,1.940361,0.380304,309.52381,277.777778,344.047619,309.100529,19.860305,3.892548,13.227513,5.291005,23.941799,13.333333,6.097017,1.194993,174.675063,,42,benchmark
16.137566,13.492063,19.060847,16.256614,1.794415,0.351699,306.878307,269.708995,341.269841,305.767196,21.825676,4.277754,10.582011,2.645503,18.650794,10.05291,5.016671,0.983249,170.102829,,42,onset
24.338624,20.886243,27.261905,24.193122,2.102116,0.412007,309.52381,275.0,351.851852,311.428571,24.780183,4.856827,13.227513,7.804233,23.809524,15.132275,5.814029,1.139529,171.247954,,42,onset_benchmark
13.492063,10.582011,16.415344,13.373016,1.792444,0.351313,316.137566,280.291005,344.047619,313.121693,20.940782,4.104318,7.936508,2.645503,16.005291,9.52381,5.141933,1.0078,162.166851,,42,speed
20.634921,17.18254,24.100529,20.584656,2.160271,0.423405,309.52381,277.777778,344.047619,310.687831,21.420735,4.198387,13.227513,5.291005,23.809524,14.470899,6.517714,1.277449,162.31805,,42,speed_benchmark
16.005291,13.478836,19.351852,16.224868,1.956745,0.383515,309.52381,277.513228,335.978836,307.513228,18.661579,3.657602,10.582011,2.645503,21.164021,11.216931,5.34577,1.047752,162.609967,,42,speed_onset
24.867725,20.886243,28.333333,24.716931,2.156852,0.422735,309.52381,269.708995,341.269841,308.412698,21.906502,4.293595,15.873016,5.291005,29.100529,16.058201,7.254807,1.421916,164.15913,,42,speed_onset_benchmark
13.418079,10.720339,15.833333,13.30226,1.570556,0.307823,327.683616,290.960452,370.056497,329.858757,23.175931,4.542399,8.474576,2.824859,16.949153,8.954802,4.700473,0.921276,170.327827,,43,base
18.079096,14.971751,20.932203,17.997175,1.911825,0.374711,330.508475,299.435028,367.231638,329.745763,21.123496,4.140129,11.299435,2.824859,22.740113,12.683616,6.35468,1.245494,171.592595,,43,benchmark
14.689266,11.567797,17.528249,14.590395,1.735042,0.340062,336.158192,299.293785,372.881356,336.949153,22.641915,4.437734,8.474576,0.0,19.774011,9.830508,5.741423,1.125298,168.831537,,43,onset
18.644068,16.087571,22.033898,18.720339,1.864681,0.365471,327.683616,290.960452,367.372881,328.983051,24.797528,4.860226,14.124294,2.824859,25.564972,13.361582,6.882729,1.34899,170.293763,,43,onset_benchmark
13.841808,11.002825,16.680791,13.89548,1.830583,0.358788,330.508475,293.644068,367.372881,331.129944,22.504439,4.410789,11.299435,2.824859,19.774011,10.423729,5.441803,1.066574,163.97274,,43,speed
18.926554,15.805085,22.048023,19.00565,2.06653,0.405032,330.508475,299.293785,367.372881,329.152542,22.870028,4.482443,14.124294,5.649718,25.423729,14.915254,6.61063,1.29566,164.3074,,43,speed_benchmark
14.689266,11.850282,18.361582,14.988701,2.109281,0.413412,324.858757,285.169492,364.40678,325.282486,25.537215,5.005202,8.474576,2.824859,19.915254,10.141243,5.943064,1.164819,162.443601,,43,speed_onset
20.056497,16.90678,22.59887,19.889831,1.905829,0.373536,330.508475,296.610169,361.581921,330.112994,20.425747,4.003373,14.124294,5.649718,22.59887,13.531073,5.450683,1.068314,164.627025,,43,speed_onset_benchmark
0.322581,0.0,0.967742,0.477419,0.332149,0.0651,367.741935,329.032258,425.967742,371.580645,27.680014,5.425183,0.0,0.0,0.0,0.0,0.0,,,,44,base
0.645161,0.0,1.290323,0.541935,0.396752,0.077762,364.516129,328.870968,409.83871,365.677419,26.039676,5.103683,0.0,0.0,0.0,0.0,0.0,,,,44,benchmark
28.387097,24.177419,32.274194,28.283871,2.487687,0.487578,241.935484,209.677419,280.645161,243.193548,22.81402,4.471466,0.0,0.0,0.0,0.0,0.0,,,,44,onset
31.290323,26.774194,35.483871,31.4,2.360797,0.462708,229.032258,187.096774,264.83871,226.741935,23.44299,4.594742,0.0,0.0,0.0,0.0,0.0,,,,44,onset_benchmark
0.322581,0.0,1.290323,0.516129,0.375295,0.073557,364.516129,325.806452,403.387097,366.483871,25.465717,4.991189,0.0,0.0,0.0,0.0,0.0,,,,44,speed
0.322581,0.0,1.290323,0.493548,0.44086,0.086407,372.580645,325.806452,409.83871,371.903226,27.426714,5.375537,0.0,0.0,0.0,0.0,0.0,,,,44,speed_benchmark
27.258065,24.5,31.306452,27.63871,2.322038,0.455111,245.16129,212.903226,284.354839,247.16129,21.939796,4.300121,0.0,0.0,0.0,0.0,0.0,,,,44,speed_onset
30.322581,26.419355,33.870968,30.193548,2.312112,0.453166,233.870968,193.548387,267.741935,230.709677,22.16714,4.34468,0.0,0.0,0.0,0.0,0.0,,,,44,speed_onset_benchmark
22.136223,19.179567,26.934985,22.377709,2.284021,0.44766,374.613003,328.018576,415.01548,373.931889,26.99934,5.291773,18.575851,9.133127,28.018576,17.956656,7.545162,1.478824,154.195847,,45,base
24.148607,21.037152,27.260062,24.012384,2.140581,0.419546,371.517028,334.365325,415.01548,372.972136,24.144096,4.732156,18.575851,6.19195,34.055728,20.092879,8.401187,1.646602,153.67632,,45,benchmark
22.600619,18.885449,25.727554,22.634675,2.213767,0.43389,369.96904,334.210526,414.860681,370.216718,26.085963,5.112755,18.575851,6.19195,30.959752,19.164087,7.541247,1.478057,153.311915,,45,onset
24.148607,20.417957,27.55418,24.130031,2.171342,0.425575,374.613003,337.4613,408.823529,373.065015,21.433742,4.200936,18.575851,9.133127,34.055728,19.566563,7.857937,1.540127,152.942499,,45,onset_benchmark
22.136223,18.885449,25.696594,22.068111,2.107194,0.413002,368.421053,330.959752,405.572755,366.904025,24.387641,4.77989,21.671827,9.287926,31.114551,20.123839,7.602686,1.490099,145.480856,,45,speed
24.148607,19.767802,28.173375,23.863777,2.747249,0.538451,368.421053,331.26935,405.572755,369.071207,22.231067,4.357209,21.671827,9.287926,37.151703,21.114551,8.672081,1.699697,144.57611,,45,speed_benchmark
22.291022,18.575851,25.386997,22.021672,2.250532,0.441096,365.325077,324.767802,408.823529,366.842105,26.057425,5.107161,18.575851,9.287926,34.055728,19.597523,7.99444,1.566881,145.12501,,45,speed_onset
24.458204,19.798762,27.863777,23.959752,2.314681,0.453669,371.517028,334.055728,414.860681,370.371517,25.612057,5.019871,21.671827,9.287926,37.151703,21.23839,8.418744,1.650043,145.07831,,45,speed_onset_benchmark
18.26087,14.347826,22.630435,18.221739,2.434606,0.477174,352.173913,308.26087,404.347826,351.695652,30.972075,6.070415,13.043478,4.130435,26.086957,14.347826,7.402791,1.45092,180.337767,,46,base
23.913043,19.543478,27.826087,23.556522,2.577311,0.505144,352.173913,299.782609,400.217391,351.26087,33.228885,6.512742,17.391304,4.347826,30.434783,17.130435,8.123937,1.592262,180.422674,,46,benchmark
18.26087,13.891304,23.065217,18.447826,2.678937,0.525062,356.521739,308.695652,400.0,357.347826,29.525245,5.786842,13.043478,4.347826,26.304348,13.782609,7.313392,1.433399,178.396352,,46,onset
23.478261,19.130435,27.847826,23.295652,2.766546,0.542233,356.521739,321.73913,400.0,356.608696,23.989617,4.701878,17.391304,4.347826,34.782609,18.130435,8.892266,1.742852,180.047541,,46,onset_benchmark
